Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Product Container,Customer Name,Customer Segment,Zip Code,State,City,Region,Product Category,Product Sub-Category,Product Name,Unit Price,Order Quantity,Sales,Profit,Discount,Shipping Cost,Product Base Margin
7309,52128,2010-11-22,2010-11-23,Regular Air,Not Specified,Small Pack,Sanjit Jacobs,Consumer,80027,Colorado,Louisville,West,Technology,Computer Peripherals,"Sony IBM Color Diskettes, 25/Pack",0.99,11,13.52,-27.66,0.03,2.96,0.61
7310,52130,2012-09-05,2012-09-07,Regular Air,Low,Small Box,Carlos Soltero,Consumer,47201,Indiana,Columbus,Central,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,4.13,13,63.33,-39.96,0,5.34,0.38
7311,52130,2012-09-05,2012-09-07,Regular Air,Low,Small Box,Carlos Soltero,Consumer,47201,Indiana,Columbus,Central,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,36,1436.55,-4.01,0.1,18.98,0.57
7312,52135,2010-03-24,2010-03-26,Regular Air,Low,Small Box,Jeremy Ellison,Small Business,77546,Texas,Friendswood,Central,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,99.99,38,3922.96,863.57,0.04,19.99,0.5
7313,52160,2011-07-03,2011-07-06,Express Air,Critical,Wrap Bag,Jack Garza,Corporate,33314,Florida,Davie,South,Office Supplies,Rubber Bands,Stockwell Push Pins,2.18,5,15.6,1.67,0.09,0.78,0.52
7314,52160,2011-07-03,2011-07-05,Regular Air,Critical,Small Box,Jack Garza,Corporate,33314,Florida,Davie,South,Technology,Telephones and Communication,M3682,125.99,6,631.499,-403.02,0.09,8.08,0.57
7315,52162,2011-11-01,2011-11-01,Regular Air,Not Specified,Jumbo Box,Darren Budd,Home Office,77705,Texas,Beaumont,Central,Furniture,Bookcases,"Hon Metal Bookcases, Putty",6.48,39,261.16,-220.30,0.07,9.68,0.56
7316,52162,2011-11-01,2011-11-02,Regular Air,Not Specified,Jumbo Drum,Darren Budd,Home Office,76021,Texas,Bedford,Central,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,3.29,47,155.22,23.34,0.07,1.35,0.55
7317,52164,2012-04-13,2012-04-15,Regular Air,Not Specified,Small Box,John Lucas,Small Business,44240,Ohio,Kent,East,Technology,Telephones and Communication,6120,65.99,30,1824.848,364.23,0,8.8,0.58
7318,52193,2010-03-05,2010-03-07,Express Air,Not Specified,Small Box,Mike Pelletier,Corporate,60031,Illinois,Gurnee,Central,Office Supplies,Labels,Avery 492,2.88,1,17.89,10.51,0.04,0.5,0.39
7319,52193,2010-03-05,2010-03-07,Regular Air,Not Specified,Wrap Bag,Mike Pelletier,Corporate,60031,Illinois,Gurnee,Central,Office Supplies,Pens & Art Supplies,Newell 343,2.94,47,137.18,6.04,0.07,0.96,0.58
7320,52194,2010-12-11,2010-12-12,Regular Air,Critical,Small Box,Greg Tran,Home Office,20901,Maryland,Silver Spring,East,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,24.92,25,612.93,-5.04,0.1,12.98,0.39
7321,52194,2010-12-11,2010-12-12,Delivery Truck,Critical,Jumbo Box,Greg Tran,Home Office,20901,Maryland,Silver Spring,East,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,12,1551.34,-483.12,0.03,78.64,0.75
7322,52195,2011-10-26,2011-10-27,Regular Air,Not Specified,Small Box,Alyssa Tate,Small Business,01510,MA,Clinton,East,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",14.45,19,267,-2.83,0.09,7.17,0.38
7323,52196,2010-01-30,2010-01-31,Regular Air,Not Specified,Small Box,Adam Hart,Corporate,90260,California,Lawndale,West,Office Supplies,Labels,Avery 481,3.08,1,3.85,-1.36,0.08,0.99,0.37
7324,52196,2010-01-30,2010-02-01,Regular Air,Not Specified,Small Box,Adam Hart,Corporate,90260,California,Lawndale,West,Technology,Telephones and Communication,StarTAC Series,65.99,10,547.0005,-97.20,0.08,3.9,0.55
7325,52197,2012-08-04,2012-08-05,Regular Air,Critical,Wrap Bag,Maxwell Schwartz,Corporate,27801,North Carolina,Rocky Mount,South,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,3.95,23,91.94,-10.11,0.01,2,0.53
7326,52197,2012-08-04,2012-08-06,Regular Air,Critical,Small Box,Maxwell Schwartz,Corporate,27801,North Carolina,Rocky Mount,South,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,64.98,6,377.03,-78.82,0.06,6.88,0.73
7327,52199,2011-01-26,2011-01-27,Regular Air,Medium,Small Box,Adam Shillingsburg,Corporate,97030,Oregon,Gresham,West,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4.82,19,92.24,-60.58,0.05,5.24,0.39
7328,52225,2012-04-12,2012-04-13,Regular Air,Critical,Small Pack,Dana Kaydos,Corporate,55126,Minnesota,Shoreview,Central,Furniture,Office Furnishings,Aluminum Document Frame,12.22,10,131.09,10.94,0.01,2.85,0.55
7329,52225,2012-04-12,2012-04-13,Regular Air,Critical,Small Box,Dana Kaydos,Corporate,55126,Minnesota,Shoreview,Central,Office Supplies,Paper,Xerox 1940,54.96,33,1817.9,700.31,0.06,10.75,0.36
7330,52227,2009-02-12,2009-02-15,Regular Air,Medium,Small Box,Trudy Bell,Consumer,85335,Arizona,El Mirage,West,Office Supplies,Paper,Xerox 217,6.48,37,240.52,-164.18,0.05,8.19,0.37
7331,52230,2012-08-30,2012-09-01,Delivery Truck,Critical,Jumbo Drum,Adrian Shami,Consumer,98052,Washington,Redmond,West,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,95.98,29,2700.78,-793.36,0.06,58.2,0.58
7332,52256,2010-11-04,2010-11-06,Regular Air,Not Specified,Small Box,Cari MacIntyre,Corporate,75090,Texas,Sherman,Central,Technology,Telephones and Communication,5170,65.99,23,1236.954,119.89,0.06,4.2,0.59
7333,52258,2009-02-10,2009-02-17,Regular Air,Low,Small Pack,Thais Sissman,Small Business,32127,Florida,Port Orange,South,Furniture,Office Furnishings,Aluminum Document Frame,12.22,5,63.85,40.44,0.04,2.85,0.55
7334,52261,2011-04-21,2011-04-22,Delivery Truck,Not Specified,Jumbo Box,Bruce Degenhardt,Home Office,85737,Arizona,Oro Valley,West,Furniture,Tables,Bush Advantage Collection® Round Conference Table,212.6,49,10261.25,611.11,0.02,52.2,0.64
7335,52288,2011-08-10,2011-08-11,Regular Air,High,Small Box,Kimberly Carter,Home Office,52732,Iowa,Clinton,Central,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,78.69,19,1410.44,545.11,0.07,19.99,0.43
7336,52290,2012-05-21,2012-05-25,Regular Air,Low,Small Box,Dennis Kane,Small Business,11725,New York,Commack,East,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,172.99,7,1134.05,149.50,0.08,19.99,0.39
7337,52290,2012-05-21,2012-05-30,Regular Air,Low,Small Box,Dennis Kane,Small Business,11725,New York,Commack,East,Technology,Telephones and Communication,T193,65.99,28,1470.0495,185.94,0.1,4.99,0.57
7338,52291,2009-10-29,2009-10-31,Regular Air,Critical,Wrap Bag,Michelle Tran,Corporate,21040,Maryland,Edgewood,East,Office Supplies,Pens & Art Supplies,Newell 315,5.98,48,287.54,57.28,0.04,0.96,0.6
7339,52291,2009-10-29,2009-10-30,Regular Air,Critical,Wrap Bag,Michelle Tran,Corporate,21040,Maryland,Edgewood,East,Technology,Telephones and Communication,Accessory25,20.99,5,88.315,-72.40,0.01,0.99,0.57
7340,52292,2010-10-03,2010-10-04,Delivery Truck,Not Specified,Jumbo Drum,Corey Catlett,Home Office,92054,California,Oceanside,West,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,18,2379.15,-261.77,0.06,30,0.78
7341,52293,2011-04-15,2011-04-16,Regular Air,High,Small Box,Ken Lonsdale,Consumer,97068,Oregon,West Linn,West,Office Supplies,Paper,Xerox 1904,6.48,4,31.14,-14.59,0.08,5.86,0.36
7342,52320,2012-09-24,2012-09-28,Regular Air,Low,Wrap Bag,Roland Murray,Home Office,89031,Nevada,North Las Vegas,West,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",2.88,41,112.6,0.49,0.1,1.01,0.55
7343,52321,2011-11-05,2011-11-07,Regular Air,High,Small Box,Doug Bickford,Small Business,60193,Illinois,Schaumburg,Central,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,12.28,48,617.26,-37.52,0.04,6.13,0.57
7344,52321,2011-11-05,2011-11-05,Delivery Truck,High,Jumbo Drum,Doug Bickford,Small Business,60193,Illinois,Schaumburg,Central,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,45,13104.992,5626.42,0.03,60,
7345,52322,2010-02-02,2010-02-09,Regular Air,Low,Wrap Bag,Joni Blumstein,Consumer,73110,Oklahoma,Midwest City,Central,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,3.95,1,5.7,-2.34,0.1,2,0.53
7346,52324,2012-06-29,2012-06-30,Delivery Truck,Not Specified,Jumbo Drum,Hallie Redmond,Small Business,16509,Pennsylvania,Erie,East,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,4,757.11,-224.35,0.07,30,0.69
7347,52325,2012-07-14,2012-07-14,Regular Air,Not Specified,Small Box,Paul MacIntyre,Corporate,57401,South Dakota,Aberdeen,Central,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,223.98,23,5126.3,2019.19,0.07,15.01,0.38
7348,52326,2010-08-04,2010-08-08,Regular Air,Low,Small Box,Dennis Bolton,Consumer,66762,Kansas,Pittsburg,Central,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3.81,41,152.28,-154.81,0.06,5.44,0.36
7349,52327,2011-12-20,2011-12-21,Regular Air,Medium,Small Box,Patrick O'Donnell,Home Office,53051,Wisconsin,Menomonee Falls,Central,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,152.48,27,3853.47,21.50,0.1,6.5,0.74
7350,52327,2011-12-20,2011-12-22,Regular Air,Medium,Small Box,Patrick O'Donnell,Home Office,53209,Wisconsin,Milwaukee,Central,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),4.98,5,28.23,-14.69,0.1,4.7,0.38
7351,52357,2009-09-03,2009-09-05,Regular Air,Not Specified,Small Box,Bobby Odegard,Corporate,89701,Nevada,Carson City,West,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",10.98,49,541.47,90.62,0.05,4.8,0.36
7352,52386,2009-01-05,2009-01-07,Delivery Truck,High,Jumbo Drum,Susan Vittorini,Home Office,60056,Illinois,Mount Prospect,Central,Technology,Office Machines,Canon S750 Color Inkjet Printer,120.97,6,700.73,-188.58,0.08,26.3,0.38
7353,52389,2011-10-21,2011-10-21,Regular Air,Critical,Small Pack,Justin Deggeller,Corporate,36330,Alabama,Enterprise,South,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,21.38,31,655.33,-57.16,0.08,8.99,0.59
7354,52391,2009-12-12,2009-12-14,Regular Air,High,Wrap Bag,Alan Hwang,Corporate,78664,Texas,Round Rock,Central,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",29.14,36,1072.36,440.48,0.04,4.86,0.38
7355,52391,2009-12-12,2009-12-14,Regular Air,High,Small Box,Alan Hwang,Corporate,78664,Texas,Round Rock,Central,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",20.89,39,857.84,-309.43,0.02,11.52,0.83
7356,52416,2009-01-31,2009-02-02,Regular Air,Not Specified,Wrap Bag,Dave Brooks,Corporate,26003,West Virginia,Wheeling,East,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,6,49.81,-16.95,0.05,5.83,0.36
7357,52416,2009-01-31,2009-02-01,Delivery Truck,Not Specified,Jumbo Box,Dave Brooks,Corporate,26003,West Virginia,Wheeling,East,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,40,9141.64,-528.65,0.04,69.64,0.72
7358,52419,2012-09-18,2012-09-19,Regular Air,High,Small Box,Chuck Magee,Corporate,41042,Kentucky,Florence,South,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,111.03,32,3500.49,230.64,0.09,8.64,0.78
7359,52423,2011-04-11,2011-04-13,Regular Air,Critical,Small Pack,Allen Armold,Home Office,93277,California,Visalia,West,Technology,Computer Peripherals,Imation DVD-RAM discs,35.41,49,1734.4,749.16,0.02,1.99,0.43
7360,52423,2011-04-11,2011-04-12,Regular Air,Critical,Small Box,Allen Armold,Home Office,93277,California,Visalia,West,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",42.76,25,1128.03,256.30,0.01,6.22,
7361,52448,2010-09-10,2010-09-11,Delivery Truck,Not Specified,Jumbo Drum,Barry Weirich,Corporate,94404,California,Foster City,West,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,320.98,22,6767.43,803.48,0.05,58.95,0.57
7362,52480,2010-07-27,2010-07-29,Regular Air,Not Specified,Small Pack,Anne Pryor,Home Office,11580,New York,Valley Stream,East,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,47,1020.88,173.94,0.08,8.99,0.44
7363,52482,2011-01-31,2011-01-31,Express Air,Critical,Small Box,Greg Guthrie,Corporate,46203,Indiana,Indianapolis,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,40.98,21,848.2,163.78,0.06,5.33,0.57
7364,52482,2011-01-31,2011-02-02,Regular Air,Critical,Small Pack,Greg Guthrie,Corporate,46203,Indiana,Indianapolis,Central,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,30,717.21,217.06,0,3.63,0.52
7365,52486,2011-01-04,2011-01-05,Regular Air,Not Specified,Small Box,Dorris Love,Home Office,11746,New York,Dix Hills,East,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,300.97,41,11883.2,4160.88,0.1,7.18,0.48
7366,52487,2009-06-01,2009-06-02,Regular Air,Critical,Small Box,Nathan Mautz,Corporate,55014,Minnesota,Lino Lakes,Central,Office Supplies,Envelopes,Staples #10 Colored Envelopes,7.78,17,124.06,15.74,0.09,2.5,0.38
7367,52512,2011-07-07,2011-07-09,Regular Air,High,Small Box,Jim Kriz,Consumer,45840,Ohio,Findlay,East,Office Supplies,Appliances,Staples 6 Outlet Surge,11.97,4,49.86,-21.77,0.09,4.98,0.58
7368,52512,2011-07-07,2011-07-09,Express Air,High,Small Box,Jim Kriz,Consumer,45840,Ohio,Findlay,East,Office Supplies,Binders and Binder Accessories,Binder Posts,5.74,32,197.49,-52.84,0.08,5.01,0.39
7369,52516,2012-01-05,2012-01-05,Delivery Truck,High,Jumbo Box,Scot Coram,Corporate,53209,Wisconsin,Milwaukee,Central,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,50,4962.05,335.29,0.08,56.14,0.39
7370,52516,2012-01-05,2012-01-08,Express Air,High,Small Pack,Scot Coram,Corporate,54956,Wisconsin,Neenah,Central,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,10.23,19,192.39,-31.67,0.08,4.68,0.59
7371,52518,2012-04-03,2012-04-04,Regular Air,Critical,Small Box,Roy Phan,Consumer,98026,Washington,Edmonds,West,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,8,168.99,-47.37,0.08,4,0.6
7372,52519,2012-04-29,2012-05-01,Regular Air,High,Small Box,Bill Eplett,Corporate,13905,New York,Binghamton,East,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,20.48,6,120.38,-29.77,0.09,6.32,0.58
7373,52576,2009-03-28,2009-03-28,Delivery Truck,Low,Jumbo Drum,Tony Sayre,Home Office,36701,Alabama,Selma,South,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,90.97,10,958.18,126.81,0.03,14,0.36
7374,52578,2011-03-07,2011-03-09,Delivery Truck,Critical,Jumbo Box,Pauline Webber,Consumer,83704,Idaho,Boise,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",217.85,38,6230.68,835.46,0.09,29.1,0.68
7375,52578,2011-03-07,2011-03-10,Regular Air,Critical,Large Box,Pauline Webber,Consumer,83704,Idaho,Boise,West,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,209.37,8,1391.816,-344.82,0.05,69,0.79
7376,52580,2012-08-28,2012-08-30,Regular Air,High,Small Pack,Katherine Ducich,Corporate,94306,California,Palo Alto,West,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",22.98,16,367.09,74.20,0.04,1.99,0.46
7377,52580,2012-08-28,2012-08-30,Regular Air,High,Small Box,Katherine Ducich,Corporate,94306,California,Palo Alto,West,Office Supplies,Envelopes,Staples Standard Envelopes,5.68,23,139.66,46.69,0.02,1.39,0.38
7378,52608,2009-01-21,2009-01-25,Regular Air,Low,Wrap Bag,Thea Hudgings,Consumer,33458,Florida,Jupiter,South,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,3.98,36,147.71,40.04,0.05,0.7,0.52
7379,52611,2011-04-25,2011-04-25,Regular Air,Medium,Wrap Bag,Cathy Prescott,Corporate,43952,Ohio,Steubenville,East,Office Supplies,Rubber Bands,Advantus Push Pins,2.18,11,24.95,-5.14,0.09,1.38,0.44
7380,52615,2009-10-19,2009-10-23,Regular Air,Low,Large Box,Liz Pelletier,Corporate,28079,North Carolina,Indian Trail,South,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,4.48,4,67.22,-139.53,0.05,49,0.6
7381,52615,2009-10-19,2009-10-23,Regular Air,Low,Small Box,Liz Pelletier,Corporate,28079,North Carolina,Indian Trail,South,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,4.24,18,76.85,-64.08,0.1,5.41,0.35
7382,52640,2011-01-01,2011-01-04,Express Air,Medium,Small Box,Steven Ward,Consumer,33334,Florida,Oakland Park,South,Office Supplies,Binders and Binder Accessories,GBC ProClick Punch Binding System,63.98,18,1163.75,222.17,0.05,19.99,0.36
7383,52641,2010-10-08,2010-10-10,Regular Air,Not Specified,Small Box,Julia Dunbar,Consumer,30188,Georgia,Woodstock,South,Technology,Telephones and Communication,300 Series Non-Flip,155.99,6,834.2155,-449.42,0.02,8.08,0.6
7384,52642,2011-06-14,2011-06-18,Delivery Truck,Low,Jumbo Drum,Magdelene Morse,Home Office,76117,Texas,Haltom City,Central,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",70.98,9,742.84,-320.70,0.01,59.81,0.6
7385,52642,2011-06-14,2011-06-21,Regular Air,Low,Small Box,Magdelene Morse,Home Office,76543,Texas,Harker Heights,Central,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,152.48,14,2070.68,-281.67,0.03,4,0.79
7386,52642,2011-06-14,2011-06-21,Regular Air,Low,Small Box,Magdelene Morse,Home Office,76543,Texas,Harker Heights,Central,Office Supplies,Paper,Xerox 1908,55.98,15,764.13,276.98,0.09,4.86,0.36
7387,52645,2012-03-07,2012-03-12,Regular Air,Low,Wrap Bag,Alan Hwang,Corporate,78664,Texas,Round Rock,Central,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",5.85,11,64.34,-8.37,0.09,2.27,0.56
7388,52645,2012-03-07,2012-03-16,Regular Air,Low,Small Box,Alan Hwang,Corporate,75088,Texas,Rowlett,Central,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,10,693.02,97.36,0.07,3.5,0.59
7389,52672,2011-01-08,2011-01-13,Regular Air,Low,Small Box,Jack O'Briant,Home Office,39503,Mississippi,Gulfport,South,Technology,Telephones and Communication,8860,65.99,29,1499.5275,188.98,0.09,5.26,0.56
7390,52673,2012-05-08,2012-05-09,Regular Air,Medium,Small Box,Ruben Dartt,Corporate,98208,Washington,Everett,West,Technology,Telephones and Communication,2180,175.99,14,2045.066,-4.68,0.07,8.99,0.57
7391,52673,2012-05-08,2012-05-10,Regular Air,Medium,Small Box,Ruben Dartt,Corporate,98023,Washington,Federal Way,West,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,5.18,4,26.41,-16.53,0.05,5.74,0.36
7392,52675,2011-10-10,2011-10-12,Regular Air,Medium,Small Pack,Christopher Martinez,Small Business,80030,Colorado,Westminster,West,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",4.77,4,20.25,-22.13,0.1,2.39,0.72
7393,52675,2011-10-10,2011-10-12,Regular Air,Medium,Wrap Bag,Christopher Martinez,Small Business,80030,Colorado,Westminster,West,Office Supplies,Pens & Art Supplies,Newell 327,2.21,22,52.62,-4.64,0.01,1.12,0.58
7394,52676,2012-08-28,2012-08-30,Regular Air,High,Small Box,Amy Hunt,Home Office,37087,Tennessee,Lebanon,South,Office Supplies,Paper,Xerox 191,19.98,46,979.44,320.67,0.01,5.86,0.38
7395,52678,2012-07-29,2012-07-31,Delivery Truck,High,Jumbo Drum,Jonathan Doherty,Corporate,27834,North Carolina,Greenville,South,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",20.98,3,112.79,-95.39,0.06,53.03,0.78
7396,52706,2012-07-09,2012-07-16,Express Air,Low,Small Box,Harry Greene,Corporate,82716,Wyoming,Gillette,West,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',28.53,34,1041.66,480.53,0.02,1.49,0.38
7397,52711,2011-09-23,2011-09-25,Regular Air,Not Specified,Small Box,Aimee Bixby,Home Office,23834,Virginia,Colonial Heights,South,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,30.97,7,220.79,-91.51,0,4,0.74
7398,52711,2011-09-23,2011-09-25,Regular Air,Not Specified,Small Pack,Aimee Bixby,Home Office,23834,Virginia,Colonial Heights,South,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",17.67,41,755.19,81.44,0,8.99,0.47
7399,52711,2011-09-23,2011-09-23,Regular Air,Not Specified,Wrap Bag,Aimee Bixby,Home Office,75019,Texas,Coppell,Central,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",5.81,37,201.14,-51.25,0.08,3.37,0.54
7400,52737,2010-11-08,2010-11-09,Express Air,Not Specified,Small Box,Alex Avila,Home Office,66502,Kansas,Manhattan,Central,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,7.68,14,125.54,-15.74,0.03,6.16,0.35
7401,52743,2010-07-04,2010-07-04,Regular Air,High,Medium Box,Ashley Jarboe,Small Business,85301,Arizona,Glendale,West,Technology,Office Machines,Canon MP41DH Printing Calculator,150.98,46,5699.22,2812.63,0.09,13.99,0.38
7402,52800,2010-10-10,2010-10-11,Regular Air,Not Specified,Wrap Bag,Todd Boyes,Small Business,54401,Wisconsin,Wausau,Central,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",1.86,13,26.08,-27.29,0.1,2.58,0.82
7403,52805,2011-09-28,2011-09-28,Express Air,High,Small Box,Vivek Grady,Corporate,44483,Ohio,Warren,East,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,29.99,20,596.56,60.70,0.04,5.5,0.51
7404,52807,2010-11-25,2010-11-27,Regular Air,Medium,Small Pack,Andrew Gjertsen,Consumer,60452,Illinois,Oak Forest,Central,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98,28,667.55,204.74,0,2.87,0.55
7405,52833,2011-12-24,2011-12-25,Regular Air,Medium,Small Box,Todd Sumrall,Consumer,44515,Ohio,Austintown,East,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",37.76,8,317.82,-33.09,0.02,12.9,0.57
7406,52837,2012-01-18,2012-01-20,Regular Air,Critical,Small Box,Julie Kriz,Corporate,03101,New Hampshire,Manchester,East,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,193.17,32,5934.39,519.55,0.08,19.99,0.71
7407,52839,2010-04-11,2010-04-11,Regular Air,High,Wrap Bag,Catherine Glotzbach,Home Office,97477,Oregon,Springfield,West,Office Supplies,Pens & Art Supplies,Newell 337,3.28,8,30.17,-22.84,0.04,3.97,0.56
7408,52839,2010-04-11,2010-04-12,Regular Air,High,Small Pack,Catherine Glotzbach,Home Office,97224,Oregon,Tigard,West,Technology,Telephones and Communication,Accessory28,55.99,25,1158.601,-155.30,0.1,2.5,0.83
7409,52867,2009-08-13,2009-08-14,Delivery Truck,High,Jumbo Box,Jack O'Briant,Consumer,39503,Mississippi,Gulfport,South,Furniture,Tables,Bevis 36 x 72 Conference Tables,124.49,15,1917.61,-286.90,0.03,51.94,0.63
7410,52868,2011-02-16,2011-02-18,Regular Air,Low,Small Pack,Ken Heidel,Corporate,55066,Minnesota,Red Wing,Central,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",7.37,19,138.05,-100.49,0.09,5.53,0.69
7411,52870,2009-03-09,2009-03-11,Regular Air,Not Specified,Large Box,Ann Steele,Corporate,84321,Utah,Logan,West,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3.25,21,118.51,-948.71,0.03,49,0.56
7412,52896,2010-10-22,2010-10-24,Express Air,High,Wrap Bag,Lena Creighton,Home Office,79072,Texas,Plainview,Central,Office Supplies,Paper,Array® Memo Cubes,5.18,9,48.26,2.76,0.09,2.04,0.36
7413,52896,2010-10-22,2010-10-23,Delivery Truck,High,Jumbo Box,Lena Creighton,Home Office,79072,Texas,Plainview,Central,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",259.71,6,1718.43,-192.49,0,66.67,0.65
7414,52896,2010-10-22,2010-10-25,Regular Air,High,Small Box,Lena Creighton,Home Office,15239,Pennsylvania,Plum,East,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,367.99,24,8920.08,3545.89,0,19.99,0.4
7415,52896,2010-10-22,2010-10-25,Regular Air,High,Small Box,Lena Creighton,Home Office,15239,Pennsylvania,Plum,East,Office Supplies,Labels,Avery 506,4.13,49,188.7,77.02,0.07,0.5,0.39
7416,52896,2010-10-22,2010-10-24,Delivery Truck,High,Jumbo Box,Lena Creighton,Home Office,15239,Pennsylvania,Plum,East,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,400.98,36,14358.64,-969.05,0.03,76.37,0.6
7417,52897,2009-08-22,2009-08-24,Regular Air,Medium,Small Box,Larry Tron,Home Office,84118,Utah,Kearns,West,Office Supplies,Paper,Xerox 1938,47.9,40,2055.98,1016.86,0,5.86,0.37
7418,52900,2011-05-20,2011-05-22,Regular Air,High,Small Box,Helen Wasserman,Home Office,59901,Montana,Kalispell,West,Office Supplies,Paper,Xerox 1983,5.98,16,101.14,-32.62,0,5.46,0.36
